year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified,winner
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,659170,1182850,DEMOCRAT,TRUE
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,504070,1182850,REPUBLICAN,FALSE
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,9198,1182850,OTHER,FALSE
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,6669,1182850,OTHER,FALSE
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1954,1182850,OTHER,FALSE
1976,ALABAMA,AL,1,63,41,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1481,1182850,LIBERTARIAN,FALSE
1976,ALABAMA,AL,1,63,41,US PRESIDENT,,,TRUE,308,1182850,OTHER,FALSE
1976,ALASKA,AK,2,94,81,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,71555,123574,REPUBLICAN,TRUE
1976,ALASKA,AK,2,94,81,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,44058,123574,DEMOCRAT,FALSE
1976,ALASKA,AK,2,94,81,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,6785,123574,LIBERTARIAN,FALSE
1976,ALASKA,AK,2,94,81,US PRESIDENT,,,TRUE,1176,123574,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,418642,742719,REPUBLICAN,TRUE
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,295602,742719,DEMOCRAT,FALSE
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,19229,742719,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,7647,742719,LIBERTARIAN,FALSE
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,928,742719,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,564,742719,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,85,742719,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,US PRESIDENT,,,TRUE,22,742719,OTHER,FALSE
1976,ARKANSAS,AR,5,71,42,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,498604,767535,DEMOCRAT,TRUE
1976,ARKANSAS,AR,5,71,42,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,267903,767535,REPUBLICAN,FALSE
1976,ARKANSAS,AR,5,71,42,US PRESIDENT,,INDEPENDENT,FALSE,639,767535,OTHER,FALSE
1976,ARKANSAS,AR,5,71,42,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,389,767535,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,3882244,7803770,REPUBLICAN,TRUE
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,3742284,7803770,DEMOCRAT,FALSE
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"MACBRIDE, ROGER",INDEPENDENT,FALSE,56388,7803770,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,51098,7803770,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"WRIGHT, MARGARET",PEACE & FREEDOM,FALSE,41731,7803770,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CAMEJO, PETER",INDEPENDENT,FALSE,17259,7803770,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,US PRESIDENT,"HALL, GUS",INDEPENDENT,FALSE,12766,7803770,OTHER,FALSE
1976,COLORADO,CO,8,84,62,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,584278,1081440,REPUBLICAN,TRUE
1976,COLORADO,CO,8,84,62,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,460801,1081440,DEMOCRAT,FALSE
1976,COLORADO,CO,8,84,62,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,26047,1081440,OTHER,FALSE
1976,COLORADO,CO,8,84,62,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,5338,1081440,LIBERTARIAN,FALSE
1976,COLORADO,CO,8,84,62,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,2886,1081440,OTHER,FALSE
1976,COLORADO,CO,8,84,62,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1122,1081440,OTHER,FALSE
1976,COLORADO,CO,8,84,62,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,565,1081440,OTHER,FALSE
1976,COLORADO,CO,8,84,62,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,403,1081440,OTHER,FALSE
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,719261,1386355,REPUBLICAN,TRUE
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,647895,1386355,DEMOCRAT,FALSE
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,SCATTERING,,FALSE,10309,1386355,OTHER,FALSE
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,7101,1386355,OTHER,FALSE
1976,CONNECTICUT,CT,9,16,1,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1789,1386355,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,122461,235642,DEMOCRAT,TRUE
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,109780,235642,REPUBLICAN,FALSE
1976,DELAWARE,DE,10,51,11,US PRESIDENT,,NO PARTY AFFILIATION,FALSE,2432,235642,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,645,235642,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,135,235642,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,103,235642,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,US PRESIDENT,,SOCIALIST LABOR,FALSE,86,235642,OTHER,FALSE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,137818,168830,DEMOCRAT,TRUE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,27873,168830,REPUBLICAN,FALSE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,OTHER,,FALSE,1656,168830,OTHER,FALSE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,,INDEPENDENT,FALSE,1195,168830,OTHER,FALSE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,,,TRUE,288,168830,OTHER,FALSE
1976,FLORIDA,FL,12,59,43,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1636000,3150631,DEMOCRAT,TRUE
1976,FLORIDA,FL,12,59,43,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1469531,3150631,REPUBLICAN,FALSE
1976,FLORIDA,FL,12,59,43,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,23643,3150631,OTHER,FALSE
1976,FLORIDA,FL,12,59,43,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,21325,3150631,OTHER,FALSE
1976,FLORIDA,FL,12,59,43,US PRESIDENT,,,TRUE,132,3150631,OTHER,FALSE
1976,GEORGIA,GA,13,58,44,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,979409,1463152,DEMOCRAT,TRUE
1976,GEORGIA,GA,13,58,44,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,483743,1463152,REPUBLICAN,FALSE
1976,HAWAII,HI,15,95,82,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,147375,291301,DEMOCRAT,TRUE
1976,HAWAII,HI,15,95,82,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,140003,291301,REPUBLICAN,FALSE
1976,HAWAII,HI,15,95,82,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3923,291301,LIBERTARIAN,FALSE
1976,IDAHO,ID,16,82,63,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,204151,340932,REPUBLICAN,TRUE
1976,IDAHO,ID,16,82,63,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,126549,340932,DEMOCRAT,FALSE
1976,IDAHO,ID,16,82,63,US PRESIDENT,"MADDOX, LESTER",AMERICAN,FALSE,5935,340932,OTHER,FALSE
1976,IDAHO,ID,16,82,63,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3558,340932,LIBERTARIAN,FALSE
1976,IDAHO,ID,16,82,63,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,739,340932,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,2364269,4721282,REPUBLICAN,TRUE
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,2271295,4721282,DEMOCRAT,FALSE
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,55939,4721282,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,9250,4721282,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,8057,4721282,LIBERTARIAN,FALSE
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,,,TRUE,4417,4721282,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,3615,4721282,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,2422,4721282,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,2018,4721282,OTHER,FALSE
1976,INDIANA,IN,18,32,22,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1183958,2220362,REPUBLICAN,TRUE
1976,INDIANA,IN,18,32,22,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1014714,2220362,DEMOCRAT,FALSE
1976,INDIANA,IN,18,32,22,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,14048,2220362,OTHER,FALSE
1976,INDIANA,IN,18,32,22,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,5695,2220362,OTHER,FALSE
1976,INDIANA,IN,18,32,22,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1947,2220362,OTHER,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,632864,1279303,REPUBLICAN,TRUE
1976,IOWA,IA,19,42,31,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,619931,1279303,DEMOCRAT,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,20057,1279303,OTHER,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN PARTY OF IOWA,FALSE,3041,1279303,OTHER,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1454,1279303,LIBERTARIAN,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,551,1279303,OTHER,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,SCATTERING,,FALSE,509,1279303,OTHER,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,262,1279303,OTHER,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,241,1279303,OTHER,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST U.S.A.,FALSE,233,1279303,OTHER,FALSE
1976,IOWA,IA,19,42,31,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,160,1279303,OTHER,FALSE
1976,KANSAS,KS,20,47,32,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,502752,957845,REPUBLICAN,TRUE
1976,KANSAS,KS,20,47,32,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,430421,957845,DEMOCRAT,FALSE
1976,KANSAS,KS,20,47,32,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,13185,957845,OTHER,FALSE
1976,KANSAS,KS,20,47,32,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,4724,957845,OTHER,FALSE
1976,KANSAS,KS,20,47,32,US PRESIDENT,"MACBRIDE, ROGER",INDEPENDENT,FALSE,3242,957845,OTHER,FALSE
1976,KANSAS,KS,20,47,32,US PRESIDENT,"MADDOX, LESTER",CONSERVATIVE,FALSE,2118,957845,OTHER,FALSE
1976,KANSAS,KS,20,47,32,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,1403,957845,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,615717,1167142,DEMOCRAT,FALSE
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,531852,1167142,REPUBLICAN,FALSE
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,8308,1167142,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,6837,1167142,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,2328,1167142,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,814,1167142,LIBERTARIAN,FALSE
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,510,1167142,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,426,1167142,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,350,1167142,OTHER,FALSE
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,661365,1277383,DEMOCRAT,FALSE
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,587446,1277383,REPUBLICAN,FALSE
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,10058,1277383,OTHER,FALSE
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,7417,1277383,OTHER,FALSE
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,6490,1277383,OTHER,FALSE
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3134,1277383,LIBERTARIAN,FALSE
1976,LOUISIANA,LA,22,72,45,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1473,1277383,OTHER,FALSE
1976,MAINE,ME,23,11,2,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,236320,482968,REPUBLICAN,FALSE
1976,MAINE,ME,23,11,2,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,232279,482968,DEMOCRAT,FALSE
1976,MAINE,ME,23,11,2,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,10874,482968,OTHER,FALSE
1976,MAINE,ME,23,11,2,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,3495,482968,OTHER,FALSE
1976,MARYLAND,MD,24,52,52,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,759612,1432273,DEMOCRAT,FALSE
1976,MARYLAND,MD,24,52,52,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,672661,1432273,REPUBLICAN,FALSE
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1429475,2547558,DEMOCRAT,FALSE
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1030276,2547558,REPUBLICAN,FALSE
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,65637,2547558,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,8138,2547558,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,7555,2547558,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,4922,2547558,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,SCATTERING,,FALSE,1401,2547558,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,135,2547558,LIBERTARIAN,FALSE
1976,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,19,2547558,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1893742,3651590,REPUBLICAN,FALSE
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1696714,3651590,DEMOCRAT,FALSE
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,47905,3651590,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,5407,3651590,LIBERTARIAN,FALSE
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"WRIGHT, MARGARET",HUMAN RIGHTS,FALSE,3504,3651590,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1804,3651590,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1366,3651590,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,1148,3651590,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1070440,1949931,DEMOCRAT,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,819395,1949931,REPUBLICAN,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",MCCARTHY '76,FALSE,35490,1949931,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,13592,1949931,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,4149,1949931,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3529,1949931,LIBERTARIAN,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1092,1949931,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"WRIGHT, MARGARET",PEOPLE'S,FALSE,635,1949931,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INTERNATIONAL DEVELOPMENT BANK,FALSE,543,1949931,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",INDUSTRIAL GOVERNMENT PARTY,FALSE,370,1949931,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,354,1949931,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,US PRESIDENT,,,TRUE,342,1949931,OTHER,FALSE
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,381329,768390,DEMOCRAT,FALSE
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,366846,768390,REPUBLICAN,FALSE
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,6678,768390,OTHER,FALSE
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,4074,768390,OTHER,FALSE
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,4049,768390,OTHER,FALSE
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,2805,768390,OTHER,FALSE
1976,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,2609,768390,LIBERTARIAN,FALSE
1976,MISSOURI,MO,29,43,34,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,998387,1953600,DEMOCRAT,FALSE
1976,MISSOURI,MO,29,43,34,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,927443,1953600,REPUBLICAN,FALSE
1976,MISSOURI,MO,29,43,34,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,24029,1953600,OTHER,FALSE
1976,MISSOURI,MO,29,43,34,US PRESIDENT,OTHER,,FALSE,3741,1953600,OTHER,FALSE
1976,MONTANA,MT,30,81,64,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,173703,328734,REPUBLICAN,FALSE
1976,MONTANA,MT,30,81,64,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,149259,328734,DEMOCRAT,FALSE
1976,MONTANA,MT,30,81,64,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,5772,328734,OTHER,FALSE
1976,NEBRASKA,NE,31,46,35,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,359219,606749,REPUBLICAN,FALSE
1976,NEBRASKA,NE,31,46,35,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,233293,606749,DEMOCRAT,FALSE
1976,NEBRASKA,NE,31,46,35,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,9383,606749,OTHER,FALSE
1976,NEBRASKA,NE,31,46,35,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,3378,606749,OTHER,FALSE
1976,NEBRASKA,NE,31,46,35,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1476,606749,LIBERTARIAN,FALSE
1976,NEVADA,NV,32,88,65,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,101273,201876,REPUBLICAN,FALSE
1976,NEVADA,NV,32,88,65,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,92479,201876,DEMOCRAT,FALSE
1976,NEVADA,NV,32,88,65,US PRESIDENT,OTHER,,FALSE,5108,201876,OTHER,FALSE
1976,NEVADA,NV,32,88,65,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1519,201876,LIBERTARIAN,FALSE
1976,NEVADA,NV,32,88,65,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,1497,201876,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,185935,339627,REPUBLICAN,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,147645,339627,DEMOCRAT,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,4095,339627,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,936,339627,LIBERTARIAN,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,SCATTERING,,FALSE,603,339627,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,186,339627,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,161,339627,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,66,339627,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1509688,3014472,REPUBLICAN,FALSE
